Suhu Udara (°C),Tekanan Udara Area Pit (hPa),Kelembapan Jalur Hauling (%),Kecepatan Angin (m/s),Curah Hujan (mm),Kepadatan Dump Truck (Unit/Jam),Indeks Aktivitas Blasting (Ppm),Debu_1_Jam_Lalu,Debu_2_Jam_Lalu,Tren_Suhu_3Jam,Tren_Truk_3Jam
9.7,1009.8,-5.1,2.0,0.0,2100.0,161.0,132.0,113.0,9.933333333333334,1633.3333333333333
9.6,1010.0,-4.4,1.5,0.0,1500.0,90.0,149.0,132.0,9.666666666666666,1766.6666666666667
9.8,1010.4,-2.8,1.3,0.0,1899.0,103.0,144.0,149.0,9.700000000000001,1833.0
9.6,1009.8,-2.7,1.5,0.0,2200.0,124.0,156.0,144.0,9.666666666666666,1866.3333333333333
9.3,1009.2,-4.0,1.5,0.0,1600.0,88.0,174.0,156.0,9.566666666666666,1899.6666666666667
8.6,1008.0,-4.6,1.1,0.0,1300.0,62.0,152.0,174.0,9.166666666666666,1700.0
6.3,1007.5,-2.8,1.0,0.0,1100.0,50.0,113.0,152.0,8.066666666666666,1333.3333333333333
4.8,1006.8,-2.8,0.0,0.0,1600.0,56.0,89.0,113.0,6.566666666666666,1333.3333333333333
5.3,1005.8,-1.0,0.2,0.0,1899.0,56.0,106.0,89.0,5.466666666666666,1533.0
6.4,1005.8,-1.0,2.2,0.1,1899.0,73.0,125.0,106.0,5.5,1799.3333333333333
4.3,1006.3,1.5,0.9,0.4,1399.0,68.0,117.0,125.0,5.333333333333333,1732.3333333333333
4.7,1006.1,1.5,1.3,0.1,2100.0,34.0,112.0,117.0,5.133333333333333,1799.3333333333333
4.1,1006.2,2.6,1.0,0.9,2100.0,22.0,140.0,112.0,4.366666666666667,1866.3333333333333
3.5,1006.9,2.2,1.4,0.9,2100.0,21.0,146.0,140.0,4.1000000000000005,2100.0
3.1,1006.9,1.9,1.5,0.4,1600.0,17.0,115.0,146.0,3.5666666666666664,1933.3333333333333
3.4,1006.6,2.2,1.3,0.0,1600.0,16.0,120.0,115.0,3.3333333333333335,1766.6666666666667
3.7,1006.8,2.2,0.9,0.0,1700.0,16.0,116.0,120.0,3.4,1633.3333333333333
4.4,1006.5,2.6,1.4,0.0,1800.0,16.0,123.0,116.0,3.8333333333333335,1700.0
4.8,1006.8,2.2,1.5,0.0,1600.0,14.0,130.0,123.0,4.3,1700.0
5.3,1006.6,2.8,1.8,0.1,1500.0,15.0,132.0,130.0,4.833333333333333,1633.3333333333333
5.6,1007.1,2.9,1.6,0.0,1600.0,15.0,129.0,132.0,5.233333333333333,1566.6666666666667
6.4,1007.6,3.2,1.5,0.0,1600.0,15.0,139.0,129.0,5.766666666666667,1566.6666666666667
6.6,1008.1,3.2,0.6,0.0,1500.0,17.0,135.0,139.0,6.199999999999999,1566.6666666666667
6.4,1009.4,3.4,1.4,0.0,1600.0,19.0,133.0,135.0,6.466666666666668,1566.6666666666667
5.8,1011.1,3.1,0.4,0.0,1800.0,21.0,141.0,133.0,6.266666666666666,1633.3333333333333
3.3,1012.5,2.1,0.5,0.0,2000.0,20.0,124.0,141.0,5.166666666666667,1800.0
2.9,1014.1,2.2,0.7,0.0,1800.0,17.0,137.0,124.0,3.9999999999999996,1866.6666666666667
3.6,1015.5,2.6,0.8,0.0,1700.0,16.0,160.0,137.0,3.266666666666667,1833.3333333333333
1.9,1016.7,1.3,1.2,0.0,1100.0,16.0,140.0,160.0,2.8000000000000003,1533.3333333333333
3.8,1017.7,-5.7,0.9,0.0,800.0,30.0,88.0,140.0,3.0999999999999996,1200.0
3.4,1018.5,-7.1,0.9,0.0,400.0,28.0,50.0,88.0,3.033333333333333,766.6666666666666
2.7,1018.9,-9.0,2.1,0.0,300.0,16.0,22.0,50.0,3.2999999999999994,500.0
2.8,1019.3,-8.9,2.4,0.0,300.0,12.0,10.0,22.0,2.966666666666667,333.3333333333333
2.4,1019.7,-8.6,1.3,0.0,300.0,11.0,10.0,10.0,2.6333333333333333,300.0
0.3,1020.5,-7.5,0.9,0.0,400.0,11.0,7.0,10.0,1.8333333333333333,333.3333333333333
-0.9,1021.0,-8.1,0.9,0.0,400.0,13.0,11.0,7.0,0.6,366.6666666666667
0.8,1022.2,-8.5,1.6,0.0,500.0,17.0,3.0,11.0,0.06666666666666665,433.3333333333333
3.7,1023.3,-10.0,2.9,0.0,600.0,21.0,3.0,3.0,1.2,500.0
4.8,1024.6,-13.6,3.3,0.0,700.0,35.0,3.0,3.0,3.1,600.0
5.5,1025.2,-10.7,3.9,0.0,600.0,27.0,8.0,3.0,4.666666666666667,633.3333333333334
6.4,1025.2,-11.3,2.6,0.0,500.0,22.0,20.0,8.0,5.566666666666666,600.0
6.6,1024.4,-12.6,3.6,0.0,400.0,14.0,16.0,20.0,6.166666666666667,500.0
7.6,1023.7,-11.7,3.5,0.0,400.0,10.0,14.0,16.0,6.866666666666666,433.3333333333333
8.5,1022.9,-13.2,2.3,0.0,400.0,11.0,12.0,14.0,7.566666666666666,400.0
9.5,1022.2,-14.4,1.6,0.0,400.0,10.0,17.0,12.0,8.533333333333333,400.0
9.7,1021.7,-13.5,2.0,0.0,400.0,11.0,15.0,17.0,9.233333333333333,400.0
9.1,1021.9,-12.1,1.8,0.0,400.0,11.0,3.0,15.0,9.433333333333332,400.0
7.1,1022.3,-10.7,2.7,0.0,500.0,12.0,3.0,3.0,8.633333333333333,433.3333333333333
6.1,1022.8,-9.0,2.5,0.0,600.0,12.0,3.0,3.0,7.433333333333333,500.0
5.5,1023.5,-8.8,1.5,0.0,700.0,15.0,23.0,3.0,6.233333333333333,600.0
5.0,1023.7,-9.6,2.9,0.0,700.0,16.0,31.0,23.0,5.533333333333334,666.6666666666666
4.8,1024.0,-8.7,3.2,0.0,700.0,16.0,37.0,31.0,5.1000000000000005,700.0
4.0,1023.8,-8.1,3.2,0.0,700.0,18.0,35.0,37.0,4.6000000000000005,700.0
2.9,1024.1,-5.5,2.3,0.0,800.0,21.0,37.0,35.0,3.9,733.3333333333334
2.5,1024.2,-3.8,2.4,0.0,1100.0,19.0,42.0,37.0,3.1333333333333333,866.6666666666666
1.6,1024.5,-4.1,1.0,0.0,1399.0,11.0,62.0,42.0,2.3333333333333335,1099.6666666666667
1.3,1023.9,-4.6,1.5,0.0,1399.0,10.0,71.0,62.0,1.7999999999999998,1299.3333333333333
-0.1,1023.8,-4.7,0.5,0.0,1200.0,11.0,60.0,71.0,0.9333333333333335,1332.6666666666667
-0.5,1023.9,-3.9,2.4,0.0,1200.0,12.0,65.0,60.0,0.23333333333333336,1266.3333333333333
-0.8,1024.3,-4.0,1.9,0.0,1500.0,12.0,49.0,65.0,-0.4666666666666666,1300.0
-0.8,1024.3,-4.2,2.2,0.0,1600.0,10.0,72.0,49.0,-0.7000000000000001,1433.3333333333333
-0.4,1024.6,-4.1,2.1,0.0,1399.0,10.0,73.0,72.0,-0.6666666666666666,1499.6666666666667
0.5,1024.9,-4.2,2.3,0.0,1500.0,11.0,69.0,73.0,-0.2333333333333334,1499.6666666666667
2.2,1024.3,-4.1,1.5,0.0,1500.0,22.0,72.0,69.0,0.7666666666666667,1466.3333333333333
3.9,1023.4,-3.9,1.7,0.0,1600.0,57.0,84.0,72.0,2.1999999999999997,1533.3333333333333
5.5,1022.3,-3.6,1.2,0.0,1600.0,67.0,101.0,84.0,3.8666666666666667,1566.6666666666667
7.2,1021.3,-3.7,3.4,0.0,1700.0,61.0,111.0,101.0,5.533333333333332,1633.3333333333333
8.7,1020.0,-3.8,3.3,0.0,1399.0,65.0,97.0,111.0,7.133333333333333,1566.3333333333333
9.9,1019.4,-4.5,3.8,0.0,900.0,111.0,104.0,97.0,8.6,1333.0
9.3,1018.7,-4.3,3.2,0.0,1000.0,116.0,108.0,104.0,9.299999999999999,1099.6666666666667
8.6,1018.1,-3.9,3.1,0.0,1000.0,112.0,105.0,108.0,9.266666666666667,966.6666666666666
7.6,1018.3,-3.6,3.5,0.0,1000.0,113.0,105.0,105.0,8.5,1000.0
6.8,1018.4,-2.9,1.6,0.0,1100.0,99.0,106.0,105.0,7.666666666666667,1033.3333333333333
6.2,1018.4,-2.7,1.3,0.0,1100.0,74.0,115.0,106.0,6.866666666666667,1066.6666666666667
5.9,1018.3,-2.0,1.3,0.0,1200.0,74.0,119.0,115.0,6.3,1133.3333333333333
3.5,1018.4,-1.9,0.6,0.0,1399.0,61.0,115.0,119.0,5.2,1233.0
1.4,1018.2,-1.8,0.0,0.0,1600.0,54.0,119.0,115.0,3.6,1399.6666666666667
1.6,1017.7,-1.8,1.1,0.0,1700.0,54.0,140.0,119.0,2.1666666666666665,1566.3333333333333
2.3,1017.8,-2.2,1.2,0.0,1700.0,46.0,162.0,140.0,1.7666666666666666,1666.6666666666667
2.4,1017.4,-2.5,1.8,0.0,2700.0,42.0,165.0,162.0,2.1,2033.3333333333333
2.0,1016.6,-2.9,1.1,0.0,2700.0,44.0,180.0,165.0,2.233333333333333,2366.6666666666665
1.5,1016.3,-2.8,1.6,0.0,2500.0,42.0,183.0,180.0,1.9666666666666668,2633.3333333333335
1.0,1016.2,-2.6,0.8,0.0,2399.0,36.0,182.0,183.0,1.5,2533.0
0.7,1016.1,-2.5,1.2,0.0,2200.0,33.0,173.0,182.0,1.0666666666666667,2366.3333333333335
0.6,1016.0,-2.5,1.2,0.0,2100.0,37.0,166.0,173.0,0.7666666666666666,2233.0
2.4,1016.3,-2.3,1.0,0.0,1899.0,43.0,163.0,166.0,1.2333333333333332,2066.3333333333335
4.2,1016.5,-2.2,1.4,0.0,2100.0,71.0,137.0,163.0,2.4,2033.0
6.4,1015.9,-2.5,1.4,0.0,2200.0,117.0,164.0,137.0,4.333333333333333,2066.3333333333335
8.1,1015.1,-2.0,1.6,0.0,2000.0,118.0,172.0,164.0,6.233333333333334,2100.0
9.0,1014.2,-2.0,1.4,0.0,1600.0,130.0,173.0,172.0,7.833333333333333,1933.3333333333333
10.3,1013.2,-2.1,1.6,0.0,1700.0,125.0,3.0,173.0,9.133333333333335,1766.6666666666667
12.0,1011.9,-1.2,1.5,0.0,1700.0,118.0,110.0,3.0,10.433333333333334,1666.6666666666667
12.2,1011.4,-0.7,2.7,0.0,1899.0,107.0,227.0,110.0,11.5,1766.3333333333333
12.3,1010.9,-0.3,2.0,0.0,2299.0,102.0,236.0,227.0,12.166666666666666,1966.0
11.5,1010.9,0.3,3.4,0.0,2100.0,100.0,256.0,236.0,12.0,2099.3333333333335
10.6,1011.6,0.9,1.8,0.0,1700.0,91.0,287.0,256.0,11.466666666666667,2033.0
9.1,1012.2,1.5,1.0,0.0,1700.0,79.0,278.0,287.0,10.4,1833.3333333333333
7.0,1012.5,1.3,1.1,0.0,1800.0,68.0,269.0,278.0,8.9,1733.3333333333333
6.3,1013.8,1.4,0.0,0.0,2000.0,64.0,286.0,269.0,7.466666666666668,1833.3333333333333
7.1,1014.4,0.7,0.8,0.0,2100.0,61.0,304.0,286.0,6.8,1966.6666666666667
7.3,1015.3,0.9,1.0,0.0,2500.0,63.0,312.0,304.0,6.8999999999999995,2200.0
7.3,1015.5,0.7,1.5,0.0,3200.0,77.0,316.0,312.0,7.233333333333333,2600.0
6.5,1015.6,0.6,1.1,0.0,3299.0,63.0,353.0,316.0,7.033333333333334,2999.6666666666665
5.9,1015.9,0.2,1.7,0.0,2700.0,49.0,355.0,353.0,6.566666666666666,3066.3333333333335
5.9,1016.5,0.2,1.5,0.0,2399.0,49.0,328.0,355.0,6.1000000000000005,2799.3333333333335
5.6,1017.0,0.4,1.0,0.0,2399.0,55.0,308.0,328.0,5.8,2499.3333333333335
3.9,1018.0,0.6,1.3,0.0,2000.0,51.0,304.0,308.0,5.133333333333334,2266.0
5.3,1018.7,0.3,1.6,0.0,1800.0,47.0,314.0,304.0,4.933333333333334,2066.3333333333335
4.8,1019.3,0.4,1.3,0.0,1800.0,50.0,276.0,314.0,4.666666666666667,1866.6666666666667
6.0,1020.1,0.5,0.2,0.0,2100.0,38.0,276.0,276.0,5.366666666666667,1900.0
8.4,1020.7,1.3,1.1,0.0,2200.0,44.0,275.0,276.0,6.3999999999999995,2033.3333333333333
10.7,1020.9,0.7,1.3,0.0,2100.0,112.0,278.0,275.0,8.366666666666665,2133.3333333333335
12.6,1020.2,0.0,2.8,0.0,1899.0,138.0,272.0,278.0,10.566666666666665,2066.3333333333335
13.5,1019.9,-0.2,1.8,0.0,1800.0,109.0,264.0,272.0,12.266666666666666,1933.0
14.0,1018.5,-0.9,2.2,0.0,1899.0,88.0,270.0,264.0,13.366666666666667,1866.0
14.1,1017.5,-0.4,2.5,0.0,1899.0,86.0,227.0,270.0,13.866666666666665,1866.0
14.5,1016.6,0.3,2.1,0.0,1700.0,76.0,183.0,227.0,14.199999999999998,1832.6666666666667
13.6,1015.6,1.2,2.0,0.0,1700.0,71.0,166.0,183.0,14.066666666666665,1766.3333333333333
12.9,1015.1,1.5,1.9,0.0,2299.0,80.0,150.0,166.0,13.666666666666666,1899.6666666666667
12.4,1014.8,1.7,2.1,0.0,2700.0,85.0,165.0,150.0,12.966666666666667,2233.0
12.0,1014.2,2.2,2.4,0.0,2899.0,83.0,185.0,165.0,12.433333333333332,2632.6666666666665
10.8,1014.7,2.6,1.2,0.0,2600.0,75.0,216.0,185.0,11.733333333333334,2733.0
10.0,1014.6,2.1,1.6,0.0,2200.0,61.0,188.0,216.0,10.933333333333335,2566.3333333333335
9.2,1014.1,1.8,2.7,0.0,2100.0,56.0,197.0,188.0,10.0,2300.0
8.3,1013.4,2.1,1.8,0.0,2100.0,59.0,228.0,197.0,9.166666666666666,2133.3333333333335
7.8,1012.6,2.0,1.5,0.0,1800.0,58.0,242.0,228.0,8.433333333333332,2000.0
7.2,1012.2,2.1,1.5,0.0,1500.0,50.0,210.0,242.0,7.766666666666668,1800.0
6.5,1011.2,1.8,1.3,0.0,1700.0,48.0,166.0,210.0,7.166666666666667,1666.6666666666667
5.6,1009.8,2.2,1.0,0.0,2100.0,45.0,162.0,166.0,6.433333333333333,1766.6666666666667
6.8,1008.8,2.3,1.4,0.0,2500.0,43.0,176.0,162.0,6.3,2100.0
5.9,1007.9,2.2,0.6,0.0,2299.0,46.0,217.0,176.0,6.1000000000000005,2299.6666666666665
5.3,1007.5,2.5,0.7,0.0,2000.0,50.0,183.0,217.0,6.0,2266.3333333333335
4.2,1006.0,1.9,0.6,0.0,2200.0,44.0,180.0,183.0,5.133333333333333,2166.3333333333335
5.6,1005.8,2.1,0.6,0.0,2200.0,40.0,184.0,180.0,5.033333333333334,2133.3333333333335
7.6,1005.3,2.1,0.6,0.0,2700.0,39.0,206.0,184.0,5.8,2366.6666666666665
9.3,1004.7,2.4,0.7,0.0,2899.0,84.0,206.0,206.0,7.5,2599.6666666666665
10.6,1003.6,2.7,0.8,0.0,3100.0,119.0,257.0,206.0,9.166666666666666,2899.6666666666665
12.9,1001.9,3.0,1.4,0.0,3399.0,124.0,267.0,257.0,10.933333333333332,3132.6666666666665
14.4,1000.1,2.9,1.2,0.0,3000.0,126.0,293.0,267.0,12.633333333333333,3166.3333333333335
15.1,998.7,3.2,2.1,0.0,2799.0,120.0,322.0,293.0,14.133333333333333,3066.0
15.9,997.5,3.7,1.5,0.0,2700.0,116.0,294.0,322.0,15.133333333333333,2833.0
15.5,996.6,3.9,1.8,0.0,2600.0,113.0,332.0,294.0,15.5,2699.6666666666665
15.3,996.2,4.0,0.9,0.0,2299.0,94.0,352.0,332.0,15.566666666666668,2533.0
14.1,996.1,4.9,0.9,0.0,2200.0,92.0,362.0,352.0,14.966666666666669,2366.3333333333335
12.0,996.1,4.5,0.9,0.0,2200.0,80.0,356.0,362.0,13.800000000000002,2233.0
9.3,996.1,4.7,0.0,0.0,2500.0,64.0,344.0,356.0,11.799999999999999,2300.0
11.5,996.3,4.7,1.7,0.0,2799.0,50.0,357.0,344.0,10.933333333333332,2499.6666666666665
10.9,996.2,3.9,1.9,0.0,2899.0,61.0,364.0,357.0,10.566666666666668,2732.6666666666665
10.0,995.9,4.1,1.5,0.0,3299.0,64.0,392.0,364.0,10.799999999999999,2999.0
8.7,996.0,3.7,1.9,0.0,3500.0,56.0,423.0,392.0,9.866666666666667,3232.6666666666665
9.0,995.9,2.8,1.8,0.0,4099.0,48.0,434.0,423.0,9.233333333333334,3632.6666666666665
8.8,996.3,-1.1,1.1,0.0,3799.0,45.0,450.0,434.0,8.833333333333334,3799.3333333333335
10.9,996.2,-7.4,2.3,0.0,2100.0,57.0,463.0,450.0,9.566666666666666,3332.6666666666665
11.4,996.4,-10.2,4.7,0.0,300.0,12.0,308.0,463.0,10.366666666666667,2066.3333333333335
10.5,997.1,-7.7,3.6,0.0,400.0,14.0,36.0,308.0,10.933333333333332,933.3333333333334
8.6,999.8,-8.0,4.4,0.0,300.0,9.0,30.0,36.0,10.166666666666666,333.3333333333333
7.0,1001.4,-9.0,3.4,0.0,300.0,12.0,20.0,30.0,8.700000000000001,333.3333333333333
6.2,1002.4,-12.4,6.5,0.0,400.0,17.0,14.0,20.0,7.266666666666667,333.3333333333333
6.5,1003.2,-16.9,4.8,0.0,400.0,7.0,13.0,14.0,6.566666666666666,366.6666666666667
8.7,1003.5,-13.7,6.2,0.0,400.0,4.0,3.0,13.0,7.133333333333333,400.0
9.4,1004.7,-17.7,3.8,0.0,400.0,4.0,3.0,3.0,8.200000000000001,400.0
10.5,1004.2,-15.9,4.4,0.0,400.0,6.0,13.0,3.0,9.533333333333333,400.0
11.7,1003.6,-15.9,2.4,0.0,600.0,17.0,6.0,13.0,10.533333333333333,466.6666666666667
11.9,1002.1,-16.7,3.2,0.0,400.0,9.0,8.0,6.0,11.366666666666667,466.6666666666667
12.0,1000.9,-16.6,1.9,0.0,400.0,10.0,12.0,8.0,11.866666666666667,466.6666666666667
11.5,1000.4,-12.1,1.7,0.0,400.0,10.0,12.0,12.0,11.799999999999999,400.0
10.7,1000.0,-12.7,3.9,0.0,500.0,11.0,14.0,12.0,11.4,433.3333333333333
9.7,1000.4,-12.9,4.4,0.0,500.0,10.0,15.0,14.0,10.633333333333333,466.6666666666667
7.2,1001.3,-2.5,4.1,0.0,500.0,10.0,3.0,15.0,9.2,500.0
5.4,1002.9,-3.4,7.0,0.0,1100.0,45.0,28.0,3.0,7.433333333333334,700.0
4.4,1003.7,-3.6,4.7,0.1,800.0,38.0,78.0,28.0,5.666666666666667,800.0
3.7,1004.0,-4.0,2.9,0.0,700.0,30.0,55.0,78.0,4.500000000000001,866.6666666666666
2.9,1004.0,-4.1,2.0,0.0,800.0,23.0,38.0,55.0,3.6666666666666674,766.6666666666666
2.6,1004.9,-4.0,2.1,0.0,800.0,23.0,37.0,38.0,3.0666666666666664,766.6666666666666
2.5,1005.5,-4.5,1.9,0.0,1000.0,20.0,37.0,37.0,2.6666666666666665,866.6666666666666
2.0,1006.0,-4.5,2.7,0.0,800.0,22.0,31.0,37.0,2.3666666666666667,866.6666666666666
1.2,1005.4,-4.5,1.7,0.0,800.0,23.0,30.0,31.0,1.9000000000000001,866.6666666666666
0.8,1005.8,-3.0,1.5,0.0,800.0,15.0,31.0,30.0,1.3333333333333333,800.0
0.1,1005.4,-3.5,1.4,0.0,800.0,15.0,33.0,31.0,0.7000000000000001,800.0
0.1,1005.4,-3.8,1.3,0.0,800.0,13.0,31.0,33.0,0.3333333333333333,800.0
0.4,1006.6,-2.8,1.1,0.0,800.0,13.0,29.0,31.0,0.20000000000000004,800.0
1.6,1007.0,-2.4,1.7,0.0,800.0,10.0,32.0,29.0,0.7000000000000001,800.0
3.0,1007.4,-2.9,2.7,0.0,800.0,11.0,30.0,32.0,1.6666666666666667,800.0
2.6,1008.2,-3.5,2.9,0.0,800.0,26.0,34.0,30.0,2.4,800.0
3.0,1008.0,-2.9,1.9,0.0,700.0,30.0,38.0,34.0,2.8666666666666667,766.6666666666666
3.2,1007.9,-0.3,1.4,0.0,700.0,19.0,51.0,38.0,2.9333333333333336,733.3333333333334
3.5,1007.4,-0.2,2.1,0.0,700.0,20.0,59.0,51.0,3.233333333333334,700.0
4.0,1007.3,0.0,2.9,0.0,700.0,28.0,60.0,59.0,3.566666666666667,700.0
4.8,1007.4,0.0,2.3,0.0,700.0,21.0,45.0,60.0,4.1,700.0
4.4,1008.2,0.2,2.1,0.0,600.0,22.0,50.0,45.0,4.3999999999999995,666.6666666666666
3.5,1009.3,1.7,1.7,0.2,600.0,19.0,52.0,50.0,4.233333333333333,633.3333333333334
2.8,1009.8,1.8,2.5,0.7,600.0,14.0,45.0,52.0,3.5666666666666664,600.0
2.3,1011.4,1.6,1.8,1.4,700.0,10.0,38.0,45.0,2.8666666666666667,633.3333333333334
1.7,1013.2,1.0,2.3,1.4,900.0,10.0,28.0,38.0,2.2666666666666666,733.3333333333334
0.9,1013.9,0.5,1.6,1.8,800.0,9.0,30.0,28.0,1.633333333333333,800.0
0.9,1014.9,0.5,1.5,1.5,1200.0,9.0,38.0,30.0,1.1666666666666667,966.6666666666666
0.4,1015.6,0.1,1.4,1.3,1200.0,8.0,39.0,38.0,0.7333333333333334,1066.6666666666667
-0.1,1016.4,-0.5,1.6,0.7,900.0,9.0,65.0,39.0,0.4000000000000001,1100.0
-0.3,1017.4,-0.6,0.0,1.0,800.0,6.0,65.0,65.0,0.0,966.6666666666666
-1.2,1018.1,-1.5,1.2,1.6,800.0,5.0,68.0,65.0,-0.5333333333333333,833.3333333333334
-1.2,1018.5,-1.3,0.0,0.9,1100.0,5.0,47.0,68.0,-0.8999999999999999,900.0
-1.1,1018.7,-1.2,1.2,1.5,1100.0,5.0,40.0,47.0,-1.1666666666666667,1000.0
-2.1,1019.0,-2.4,1.6,2.5,1000.0,5.0,52.0,40.0,-1.4666666666666668,1066.6666666666667
-4.3,1019.4,-4.7,1.2,0.0,1000.0,4.0,52.0,52.0,-2.4999999999999996,1033.3333333333333
-5.7,1019.6,-6.0,0.0,0.0,700.0,3.0,31.0,52.0,-4.033333333333333,900.0
-2.3,1020.2,-2.3,0.1,0.0,1000.0,3.0,23.0,31.0,-4.1000000000000005,900.0
-0.1,1020.7,-1.1,1.7,0.0,1300.0,9.0,27.0,23.0,-2.6999999999999997,1000.0
1.9,1021.0,-2.1,2.3,0.0,1300.0,24.0,39.0,27.0,-0.16666666666666638,1200.0
2.6,1020.4,-4.0,3.0,0.0,1200.0,29.0,42.0,39.0,1.4666666666666668,1266.6666666666667
3.1,1019.4,-3.3,1.7,0.0,900.0,28.0,24.0,42.0,2.5333333333333337,1133.3333333333333
3.8,1018.8,-5.2,2.4,0.0,600.0,19.0,40.0,24.0,3.1666666666666665,900.0
4.7,1017.7,-3.6,2.1,0.0,1000.0,27.0,27.0,40.0,3.866666666666667,833.3333333333334
5.4,1016.6,-3.4,3.8,0.0,800.0,20.0,33.0,27.0,4.633333333333334,800.0
5.4,1015.5,-4.2,3.2,0.0,700.0,15.0,51.0,33.0,5.166666666666667,833.3333333333334
5.4,1015.1,-3.2,4.0,0.0,700.0,17.0,30.0,51.0,5.4,733.3333333333334
4.4,1014.5,-2.3,3.4,0.0,700.0,21.0,37.0,30.0,5.066666666666667,700.0
3.8,1014.2,-2.4,3.4,0.0,700.0,17.0,41.0,37.0,4.533333333333334,700.0
3.4,1014.2,-2.4,3.9,0.0,800.0,9.0,59.0,41.0,3.866666666666667,733.3333333333334
3.1,1013.8,-2.4,2.9,0.0,900.0,8.0,78.0,59.0,3.4333333333333336,800.0
2.8,1013.6,-2.5,2.2,0.0,1000.0,7.0,69.0,78.0,3.1,900.0
2.8,1012.7,-2.7,2.2,0.0,1000.0,7.0,77.0,69.0,2.9,966.6666666666666
2.2,1011.8,-2.9,1.9,0.0,1000.0,7.0,81.0,77.0,2.6,1000.0
1.9,1011.3,-2.6,2.3,0.0,1000.0,8.0,106.0,81.0,2.3000000000000003,1000.0
1.7,1010.6,-2.8,2.4,0.0,1100.0,7.0,92.0,106.0,1.9333333333333336,1033.3333333333333
1.0,1009.6,-2.8,1.0,0.0,1000.0,7.0,112.0,92.0,1.5333333333333334,1033.3333333333333
-0.8,1008.9,-2.7,0.5,0.0,800.0,7.0,97.0,112.0,0.6333333333333336,966.6666666666666
-1.7,1008.5,-3.0,0.7,0.0,900.0,6.0,103.0,97.0,-0.4999999999999997,900.0
-1.7,1008.0,-2.7,0.1,0.0,900.0,6.0,78.0,103.0,-1.3999999999999997,866.6666666666666
-0.6,1007.6,-2.2,1.5,0.0,900.0,5.0,73.0,78.0,-1.333333333333333,900.0
0.2,1006.9,-2.0,0.7,0.0,1399.0,6.0,73.0,73.0,-0.6999999999999997,1066.3333333333333
1.4,1005.9,-1.8,1.6,0.0,1600.0,8.0,112.0,73.0,0.33333333333333365,1299.6666666666667
2.7,1005.3,-2.2,1.6,0.0,1800.0,12.0,116.0,112.0,1.4333333333333336,1599.6666666666667
3.7,1004.5,-1.9,1.7,0.0,1700.0,23.0,120.0,116.0,2.6,1700.0
5.0,1003.0,-1.9,2.4,0.0,1700.0,39.0,130.0,120.0,3.8000000000000003,1733.3333333333333
6.2,1002.1,-1.5,2.0,0.0,1600.0,44.0,142.0,130.0,4.966666666666668,1666.6666666666667
6.9,1001.3,-1.3,3.0,0.0,1600.0,44.0,162.0,142.0,6.033333333333334,1633.3333333333333
7.5,1000.4,-1.2,1.4,0.0,1700.0,42.0,178.0,162.0,6.866666666666667,1633.3333333333333
7.7,1000.0,-0.8,1.4,0.0,1600.0,38.0,181.0,178.0,7.366666666666667,1633.3333333333333
7.7,999.8,-0.8,1.7,0.0,1600.0,40.0,187.0,181.0,7.633333333333333,1633.3333333333333
6.9,1000.2,-0.1,2.3,0.0,1600.0,40.0,188.0,187.0,7.433333333333334,1600.0
6.1,1001.4,0.0,1.1,0.0,1600.0,34.0,187.0,188.0,6.8999999999999995,1600.0
5.5,1002.5,0.1,1.4,0.0,1700.0,24.0,190.0,187.0,6.166666666666667,1633.3333333333333
5.2,1003.7,-0.2,2.5,0.0,1600.0,21.0,202.0,190.0,5.599999999999999,1633.3333333333333
4.8,1004.4,0.0,1.4,0.0,1700.0,22.0,202.0,202.0,5.166666666666667,1666.6666666666667
4.7,1005.5,0.1,2.7,0.0,1899.0,19.0,205.0,202.0,4.9,1733.0
4.1,1006.8,0.1,2.2,0.0,1899.0,18.0,217.0,205.0,4.533333333333333,1832.6666666666667
3.4,1007.6,-0.1,0.8,0.0,1700.0,18.0,228.0,217.0,4.066666666666667,1832.6666666666667
1.7,1008.7,-0.1,0.6,0.0,1600.0,18.0,202.0,228.0,3.0666666666666664,1733.0
1.1,1009.5,-0.4,1.1,0.0,1399.0,20.0,172.0,202.0,2.066666666666667,1566.3333333333333
2.4,1010.1,-5.3,2.0,0.0,1200.0,30.0,160.0,172.0,1.7333333333333332,1399.6666666666667
4.4,1010.7,-11.3,2.0,0.0,1200.0,24.0,117.0,160.0,2.6333333333333333,1266.3333333333333
4.0,1011.6,-11.6,2.0,0.0,900.0,24.0,160.0,117.0,3.6,1100.0
2.7,1012.9,-8.4,0.9,0.0,500.0,12.0,65.0,160.0,3.6999999999999997,866.6666666666666
5.8,1013.9,-7.8,1.4,0.0,700.0,18.0,18.0,65.0,4.166666666666667,700.0
7.6,1014.8,-9.3,2.3,0.0,600.0,24.0,26.0,18.0,5.366666666666666,600.0
8.6,1014.8,-9.9,1.5,0.0,600.0,28.0,10.0,26.0,7.333333333333333,633.3333333333334
8.1,1014.4,-4.1,4.4,0.0,600.0,27.0,146.0,10.0,8.1,600.0
8.7,1013.7,-5.6,2.8,0.0,700.0,27.0,142.0,146.0,8.466666666666667,633.3333333333334
9.2,1012.5,-3.7,5.0,0.0,1200.0,51.0,137.0,142.0,8.666666666666666,833.3333333333334
